"UID","PropertyName","Lon","Lat","AgencyID","Name","Value","Address","Violations2010","REACNumber","Borough","CD","CityCouncilDistrict","CensusTract","BuildingCount","UnitCount","YearBuilt","Owner","Rental.Coop","OwnerProfitStatus","AffordabilityRestrictions","StartAffordabilityRestrictions"
500201,"West 140th Street Cluster (231-35 W. 140th Street)",-73.94317239,40.819471,"BBL 1-02026-0009;BBL 1-02026-0012;HPD Application 2000-087","231 West 140th Street;233 West 140th Street;235 West 140th Street;West 140th Street Cluster (231-35 W. 140th Street)",1965330,"233 WEST 140 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 230",1,31,1920,"MAXWELL DEVELOPMENT L","Rental","For Profit","Affordable",2001
500202,"218 Gates Avenue Supportive Housing",-73.9583766,40.68494676,"BBL 3-01985-0014;HPD Application 2000-090;SHARS 20000152","218 Gates Avenue Supportive Housing;218 GATES SUPPORTIVE HOUSING PROJECT",1277998,"218 GATES AVENUE",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 229",1,72,1930,"GATES TO MONROE HOUSI","Rental","For Profit","Affordable",2000
500203,"West 114th Street Cluster",-73.94031188,40.82246678,"BBL 1-02031-0017;HPD Application 2001-001","227-229 W 145th Street;W. 144 St. Cluster (227 W. 145 St.);West 114th Street Cluster",847440,"227 WEST 145 STREET",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 232",1,17,1920,"CITY OF NEW YORK","Rental","For Profit","Affordable",2001
500204,"Our Lady of Good Council",-73.92516588,40.68748533,"BBL 3-01648-0019;HPD Application 2001-004;SHARS 19900613","LADY OF GOOD COUNSEL;Our Lady of Good Council;Our Lady of Good Counsel",1057950,"798 MADISON STREET",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",41,"Brooklyn 385",1,77,1945,"CARING COMMUNITIES AS","Rental","Non-Profit","Affordable",2001
500205,"Geel Prospect Studios",-73.90016533,40.82111332,"BBL 2-02690-0027;HPD Application 2001-006","Geel Prospect Studios",2512800,"862 EAST 162 STREET;870 EAST 162 STREET",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 129.01",1,71,2001,"GEEL EAST 162ND STREE","Rental","For Profit","Affordable",2003
500206,"Laura B. Thomas Houses",-73.94024488,40.81660679,"BBL 1-01919-0002;BBL 1-01920-0059;BBL 1-01920-0060;BBL 1-02007-0020;BBL 1-02007-0021;BBL 1-02007-0023;BBL 1-02007-0028;HPD Application 2001-012","101 West 138th St.;111 West 138th St.;115 West 138th St.;117 West 138th St.;170-72 West 136th Street;174 West 136th Street;2283 7th Avenue;Laura B. Thomas Houses",2456130,"101 WEST 138 STREET;111 WEST 138 STREET;115 WEST 138 STREET;117 WEST 138 STREET;170 WEST 136 STREET;174 WEST 136 STREET;2283 SEVENTH AVENUE",3,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 230",7,82,1930,"LAURA B. THOMAS HOUSE","Rental","Non-Profit","Affordable",2002
500207,"Judah Project",-73.95479908,40.69134071,"BBL 3-01762-0069;BBL 3-01786-0001;BBL 3-01786-0003;BBL 3-01791-0007;BBL 3-01797-0007;BBL 3-01805-0001;BBL 3-01810-0061;HPD Application 2001-013","1055 Bedford Avenue;231 Tompkins Avenue;234 Spencer Street;235 Tompkins Avenue;249 Tompkins Avenue;301 Tompkins Avenue;593 Gates Avenue;595 Gates Avenue;Judah Project",632532,"1055 BEDFORD AVENUE;231 TOMPKINS AVENUE;234 SPENCER STREET;235 TOMPKINS AVENUE;249 TOMPKINS AVENUE;301 TOMPKINS AVENUE;593 GATES AVENUE;595 GATES AVENUE",1,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 241",7,55,1900,"JUDAH ASSOCIATES LTDP","Rental","Non-Profit","Affordable",2003
500208,"CATCH CHMHA NRP Project",-73.94006962,40.82668253,"BBL 1-02046-0020;BBL 1-02046-0022;BBL 1-02046-0039;BBL 1-02046-0056;BBL 1-02047-0003;BBL 1-02047-0004;HPD Application 2001-015","184-86 Bradhurst Avenue;226 Bradhurst Avenue;230 Bradhurst Avenue;301-3 West 152nd Street;302 West 152nd Street;308 West 151st Street;CATCH CHMHA NRP Project",1715219,"184 BRADHURST AVENUE;226 BRADHURST AVENUE;230 BRADHURST AVENUE;302 WEST 152 STREET;308 WEST 151 STREET",2,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 235.02",6,87,1910,"CENTRAL HARLEM MUTUAL","Rental","Non-Profit","Affordable",2003
500209,"""Wilson Plaza Rede. Assoc., L.P.""",-73.89624332,40.82927537,"BBL 2-02964-0021;BBL 2-02970-0031;BBL 2-02970-0043;BBL 2-02970-0047;HPD Application 2001-017","1346 Lyman Place;Wilson Plaza;Wilson Plaza Rede. Assoc., L.P.",579886,"1346 LYMAN PLACE;1360 LYMAN PLACE;1365 LYMAN PLACE;1389 STEBBINS AVENUE",3,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 125",4,50,1909,"WILSON PLAZA REDEVELO","Rental","For Profit","Affordable",2002
500210,"New Haven Beulah",-73.8900649,40.83111135,"BBL 2-02937-0058;BBL 2-02971-0016;BBL 2-02987-0015;HPD Application 2001-018","1300 Hoe Avenue;1386 Prospect Avenue;1439 Prospect Avenue;New Haven Beulah",574717,"1300 HOE AVENUE;1386 PROSPECT AVENUE;1439 PROSPECT AVENUE",0,NA,"Bronx","BX03: Morrisania/Crotona",17,"Bronx 123",3,52,1910,"NEW HAVEN BEULAH ASSO","Rental","For Profit","Affordable",2001
500211,"Bushwick Cluster",-73.94024402,40.70088859,"BBL 3-03131-0019;HPD Application 2001-019","794 Flushing Avenue;Bushwick Cluster;Bushwick Cluster (794 Flushing)",46825,"794 FLUSHING AVENUE",0,NA,"Brooklyn","BK04: Bushwick",34,"Brooklyn 389",1,4,1931,"B AND R MANAGEMENT LI","Rental","For Profit","Affordable",2001
500212,"Bushwick Cluster",-73.92411732,40.69953416,"BBL 3-03234-0037;HPD Application 2001-020","178 Wilson Avenue;Bushwick Cluster;Bushwick Cluster (178 Wilson)",59959,"1387 DEKALB AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 423",1,6,1931,"B AND R MANAGEMENT LI","Rental","For Profit","Affordable",2001
500213,"Bushwick Cluster",-73.92738789,40.69994524,"BBL 3-03196-0052;HPD Application 2001-021","1053 Willoughby Avenue;Bushwick Cluster;Bushwick Cluster (1053 Willoughby)",21572,"1053 WILLOUGHBY AVENUE",0,NA,"Brooklyn","BK04: Bushwick",34,"Brooklyn 423",1,3,1931,"B AND R MANAGEMENT LI","Rental","For Profit","Affordable",2001
500214,"Bushwick Cluster",-73.92867762,40.6944922,"BBL 3-03241-0012;HPD Application 2001-022","1152 DeKalb Avenue;Bushwick Cluster;Bushwick Cluster (1152 DeKalb)",85810,"1152 DEKALB AVENUE",2,NA,"Brooklyn","BK04: Bushwick",34,"Brooklyn 393",1,8,1931,"B AND R MANAGEMENT LI","Rental","For Profit","Affordable",2001
500215,"Bushwick Cluster",-73.92337852,40.69908353,"BBL 3-03245-0037;HPD Application 2001-023","194 Wilson Avenue;Bushwick Cluster;Bushwick Cluster (194 Wilson)",163230,"194 WILSON AVENUE",0,NA,"Brooklyn","BK04: Bushwick",37,"Brooklyn 421",1,5,1931,"B AND R MANAGEMENT LI","Rental","For Profit","Affordable",2001
500216,"Bushwick Cluster",-73.92989898,40.69899436,"BBL 3-03184-0012;HPD Application 2001-024","100 Troutman Street;Bushwick Cluster;Bushwick Cluster (100 Troutman)",78486,"100 TROUTMAN STREET",3,NA,"Brooklyn","BK04: Bushwick",34,"Brooklyn 423",1,4,1931,"B AND R MANAGEMENT LI","Rental","For Profit","Affordable",2001
500217,"Bushwick Cluster",-73.92641472,40.69616508,"BBL 3-03243-0078;HPD Application 2001-025","45 Stockholm Street;Bushwick Cluster;Bushwick Cluster (45 Stockholm)",48524,"45 STOCKHOLM STREET",0,NA,"Brooklyn","BK04: Bushwick",34,"Brooklyn 421",1,4,1931,"B AND R MANAGEMENT LI","Rental","For Profit","Affordable",2002
500218,"Franklin Avenue Clluster",-73.90501047,40.82863792,"BBL 2-02613-0015;HPD Application 2001-027","1142-1144  Franklin Avenue;Franklin Avenue Clluster;Franklin Cluster (1142-44 Franklin)",809990,"1142 FRANKLIN AVENUE;1144 FRANKLIN AVENUE",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 137",2,17,1910,"FR REAL ESTATE DEVELO","Rental","For Profit","Affordable",2001
500219,"Franklin  Avenue Cluster",-73.90241298,40.83072173,"BBL 2-02615-0012;HPD Application 2001-028","1254 Franklin Avenue;Franklin  Avenue Cluster;Franklin Cluster (1254 Franklin)",368370,"1254 FRANKLIN AVENUE",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 149",1,20,1911,"FR REAL ESTATE DEVELO","Rental","For Profit","Affordable",2002
500220,"Franklin Avenue Cluster",-73.90330685,40.82981124,"BBL 2-02614-0026;HPD Application 2001-029","612 East 168th Street;Franklin Avenue Cluster;Franklin Cluster (612 E. 168 St.)",205335,"612 EAST 168 STREET",1,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 137",1,9,1910,"FR REAL ESTATE DEVELO","Rental","For Profit","Affordable",2001
500221,"Franklin Avenue Cluster",-73.90489832,40.82873664,"BBL 2-02613-0017;HPD Application 2001-030","580 584 East 167th Street;Franklin Avenue Cluster;Franklin Cluster (584 E. 167 St.)",307530,"580 EAST 167 STREET",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 137",1,12,1910,"FR REAL ESTATE DEVELO","Rental","For Profit","Affordable",2001
500222,"Franklin Avenue Cluster",-73.90310017,40.83029688,"BBL 2-02615-0001;HPD Application 2001-031","605 East 168th Street;Franklin Avenue Cluster;Franklin Cluster (605 E. 168 St.)",354060,"605 EAST 168 STREET",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 149",1,13,1910,"FR REAL ESTATE DEVELO","Rental","For Profit","Affordable",2001
500223,"Gateway Cluster",-73.95303832,40.80033653,"BBL 1-01822-0014;HPD Application 2001-033","125 W 112th Street;Gateway Cluster;Gateway Cluster (125 W. 112)",198990,"125 WEST 112 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 216",1,16,1900,"GATEWAY PROPERTIES L.","Rental","Non-Profit","Affordable",2001
500224,"Gateway Cluster",-73.95352217,40.80054258,"BBL 1-01822-0008;HPD Application 2001-034","135 W 112th Street;Gateway Cluster;Gateway Cluster (135 W. 112)",176580,"135 WEST 112 STREET",1,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 216",1,15,1900,"GATEWAY PROPERTIES L.","Rental","For Profit","Affordable",2002
500225,"Gateway Cluster",-73.95206678,40.80026477,"BBL 1-01822-0041;HPD Application 2001-035","112 W 113th Street;Gateway Cluster;Gateway Cluster (112 W. 113)",103914,"112 WEST 113 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 216",2,5,1910,"GATEWAY PROPERTIES L.","Rental","For Profit","Affordable",2001
500226,"Gateway Cluster",-73.95342445,40.8008225,"BBL 1-01822-0058;HPD Application 2001-036","142 W 113th Street;Gateway Cluster;Gateway Cluster (142 W. 113)",262800,"142 WEST 113 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 216",1,10,1910,"GATEWAY PROPERTIES L.","Rental","Non-Profit","Affordable",2002
500227,"Gateway Cluster",-73.9547027,40.80136372,"BBL 1-01828-0038;HPD Application 2001-037","218-20 W 113th Street;Gateway Cluster;Gateway Cluster (218 W. 113)",285117,"218 WEST 113 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 216",1,24,1910,"GATEWAY PROPERTIES L.","Rental","For Profit","Affordable",2001
500228,"Gateway Cluster",-73.95347328,40.80330924,"BBL 1-01831-0040;HPD Application 2001-038","214  W 116th Street;216 W 116th Street;Gateway Cluster;Gateway Cluster (214-16 W. 116)",875340,"214 WEST 116 STREET;216 WEST 116 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 218",2,24,1900,"GATEWAY PROPERTIES L.","Rental","For Profit","Affordable",2002
500229,"Gateway Cluster",-73.9543388,40.80004611,"BBL 1-01821-0002;HPD Application 2001-039","1827 Seventh Avenue;Gateway Cluster;Gateway Cluster (1827 7th Ave.)",238860,"1827 SEVENTH AVENUE",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 216",1,15,1900,"GATEWAY PROPERTIES L.","Rental","For Profit","Affordable",2002
500230,"West 135th Street Cluster",-73.95411195,40.81999737,"BBL 1-01988-0081;HPD Application 2001-040","529 West 135th Street;W. 135 St. Cluster (529 W. 135 St.);West 135th Street Cluster",454815,"529 WEST 135 STREET",0,NA,"Manhattan","MN09: Morningside Heights/Hamilton",7,"Manhattan 223.01",1,16,1910,"AW HOLDING, LP.","Rental","For Profit","Affordable",2002
500231,"West 135th Street Cluster",-73.9564236,40.8209699,"BBL 1-02002-0014;HPD Application 2001-041","625-27 West 135th Street;West 135th Street Cluster",628560,"625 WEST 135 STREET",0,NA,"Manhattan","MN09: Morningside Heights/Hamilton",7,"Manhattan 223.01",1,20,1905,"AW HOLDING, LP.","Rental","For Profit","Affordable",2001
500232,"West 135th Street Cluster",-73.95272499,40.81941493,"BBL 1-01988-0099;HPD Application 2001-042","507 West 135th Street;W. 135 St. Cluster (507 W. 135 St.);West 135th Street Cluster",562230,"507 WEST 135 STREET",0,NA,"Manhattan","MN09: Morningside Heights/Hamilton",7,"Manhattan 223.01",1,15,1910,"AW HOLDING LP","Rental","For Profit","Affordable",2002
500233,"West 135th Street Cluster",-73.9528514,40.81946988,"BBL 1-01988-0098;HPD Application 2001-043","509 West 135th Street;W. 135 St. Cluster (509 W. 135 St.);West 135th Street Cluster",537930,"509 WEST 135 STREET",0,NA,"Manhattan","MN09: Morningside Heights/Hamilton",7,"Manhattan 223.01",1,15,1910,"AW HOLDING, LP.","Rental","For Profit","Affordable",2001
500234,"bainbridge Street Cluster",-73.9290385,40.68407329,"BBL 3-01667-0008;BBL 3-11667-0008;HPD Application 2001-045","249 Malcolm X. Blvd.;Bainbridge Cluster (249 Malcolm X);bainbridge Street Cluster",102350,"249 REID AVENUE",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",41,"Brooklyn 383",1,5,1927,"BAINBRIDGE CLASTER AS","Rental","For Profit","Affordable",2002
500235,"Bainbridge Street Cluster",-73.940768,40.68347334,"BBL 3-01841-0006;HPD Application 2001-046","372-74 Hancock Street;Bainbridge Cluster (372-74 Hancock);Bainbridge Street Cluster",318426,"372 HANCOCK STREET",8,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 275",1,8,1910,"BAINBRIDGE CLUSTER AS","Rental","For Profit","Affordable",2002
500236,"Bainbridge Street Cluster",-73.92748802,40.68414644,"BBL 3-01667-0030;HPD Application 2001-047","660 Halsey Street;Bainbridge Cluster (660 Halsey);Bainbridge Street Cluster",35214,"660 HALSEY STREET",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",41,"Brooklyn 383",1,6,1910,"BAINBRIDGE CLUSTER AS","Rental","For Profit","Affordable",2002
500237,"Bainbridge Street Cluster",-73.93691291,40.6842755,"BBL 3-01654-0064;HPD Application 2001-048","469 Hancock Street;Bainbridge Cluster (469 Hancock);Bainbridge Street Cluster",33415,"469 HANCOCK STREET",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 275",1,6,1910,"BAINBRIDGE CLUSTER AS","Rental","For Profit","Affordable",2001
500238,"Bainbridge  Street Cluster",-73.93975483,40.68348379,"BBL 3-01841-0019;HPD Application 2001-049","400 Hancock Street;Bainbridge  Street Cluster;Bainbridge Cluster (400 Hancock)",34261,"400 HANCOCK STREET",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 275",1,4,1899,"BAINBRIDGE CLUSTER AS","Rental","For Profit","Affordable",2002
500239,"Bainbridge Street Cluster",-73.93029507,40.68232565,"BBL 3-01676-0027;HPD Application 2001-050","412 McDonough Street;Bainbridge Cluster (412 MacDonough);Bainbridge Street Cluster",85687,"412 MACDONOUGH STREET",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 297",1,7,1910,"BAINBRIDGE CLUSTER AS","Rental","For Profit","Affordable",2002
500240,"Bainbridge Street Cluster",-73.935317,40.68286106,"BBL 3-01664-0053;HPD Application 2001-051","372 Lewis Avenue;Bainbridge Cluster (372 Lewis);Bainbridge Street Cluster",127798,"405 MACON STREET",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 275",1,8,1910,"BAINBRIDGE CLUSTER AS","Rental","For Profit","Affordable",2002
500241,"Bainbridge Street Cluster",-73.93509594,40.68401649,"BBL 3-01660-0001;HPD Application 2001-052","333 Lewis Avenue;Bainbridge Cluster (333 Lewis);Bainbridge Street Cluster",94197,"498 HANCOCK STREET",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 295",1,8,1910,"BAINBRIDGE CLASTER AS","Rental","For Profit","Affordable",2002
500242,"Intervale Avenue Cluster",-73.89169118,40.82655941,"BBL 2-02744-0021;HPD Application 2001-053","1118 Southern Boulevard;Intervale Avenue Cluster;Intervale Cluster (1118 Southern Blvd.)",195390,"1118 SOUTH BOULEVARD",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 127.01",1,6,1925,"ADONAI REALTY L.P.","Rental","For Profit","Affordable",2003
500243,"Intervale Avenue Cluster",-73.89542943,40.82752626,"BBL 2-02706-0050;HPD Application 2001-054","1149 Tiffany Street;Intervale Avenue Cluster;Intervale Cluster (1149 Tiffany)",1060198,"1149 TIFFANY STREET",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 131",1,18,1925,"ADONAI REALTY L.P.","Rental","For Profit","Affordable",2003
500244,"Interval Avenue Cluster",-73.89718303,40.82446474,"BBL 2-02700-0062;HPD Application 2001-055","1039 Intervale Avenue;Interval Avenue Cluster;Intervale Cluster (1039 Intervale)",506249,"1039 INTERVALE AVENUE",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 131",1,20,1925,"ADONAI REALTY L.P.","Rental","For Profit","Affordable",2003
500245,"Intervale Avenue Cluster",-73.89650024,40.82439825,"BBL 2-02705-0007;HPD Application 2001-056","1036 Intervale Avenue;Intervale Avenue Cluster;Intervale Cluster (1036 Intervale)",600660,"1036 INTERVALE AVENUE",1,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 131",1,21,1925,"ADONAI REALTY L.P.","Rental","For Profit","Affordable",2003
500246,"West 149th Street II Cluster",-73.9376835,40.82424671,"BBL 1-02034-0036;HPD Application 2001-057","200 West 149th Street;W. 149 St. II Cluster (200 W. 149 St.);West 149th Street II Cluster",496668,"2574 ADAM C POWELL BOULEVARD",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 234",1,9,1920,"WARBROOK REALTY, L.P.","Rental","For Profit","Affordable",2002
500248,"West 149th Street II Cluster",-73.93787163,40.82398332,"BBL 1-02034-0032;HPD Application 2001-059","2566 7th Avenue;W. 149 St. II Cluster (2566 7th Ave.);West 149th Street II Cluster",337500,"2566 ADAM C POWELL BOULEVARD",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 234",1,16,1920,"WARBROOK REALTY, L.P.","Rental","For Profit","Affordable",2002
500249,"West 149th Street II Cluster",-73.93852516,40.82448321,"BBL 1-02034-0045;HPD Application 2001-060","214-216 West 149th Street;W. 149 St. II Cluster (216 W. 149 St.);West 149th Street II Cluster",614880,"216 WEST 149 STREET",1,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 234",1,18,1906,"WARBROOK REALTY, L.P.","Rental","For Profit","Affordable",2001
500250,"West 149th Street II Cluster",-73.93794727,40.82423862,"BBL 1-02034-0038;HPD Application 2001-061","202 West 149th Street;W. 149 St. II Cluster (202 W. 149 St.);West 149th Street II Cluster",462655,"202 WEST 149 STREET",0,NA,"Manhattan","MN10: Central Harlem",7,"Manhattan 234",1,10,1920,"WARBROOK REALTY, L.P.","Rental","For Profit","Affordable",2001
500251,"West 140th Street Cluster",-73.93957169,40.81794586,"BBL 1-02009-0018;HPD Application 2001-083","143-149 West 140th Street;W. 140 St. Cluster (143-49 W. 140);West 140th Street Cluster",1786860,"143 WEST 140 STREET",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 230",1,55,1903,"MAXWELL DEVELOPMENTL.","Rental","For Profit","Affordable",2002
500253,"BSDC NRP 2001",-73.94603143,40.68876509,"BBL 3-01794-0052;BBL 3-01795-0052;BBL 3-01795-0055;BBL 3-01795-0080;BBL 3-01796-0062;BBL 3-01799-0030;BBL 3-01801-0014;BBL 3-01805-0027;BBL 3-01810-0007;BBL 3-01842-0029;BBL 3-01843-0001;HPD Application 2001-094","19 Arlington Place;307 Tompkins Ave.;444 Lexington Ave;446 Lexington Ave;448 Lexington Ave;46 Halsey;585 Green Ave;609 Green Ave;651 Green Ave;655A Green Ave;676 Green Ave;697 Green Ave;732 Marcy Avenue;BSDC NRP 2001",1545481,"19 ARLINGTON PLACE;307 TOMPKINS AVENUE;444 LEXINGTON AVENUE;446 LEXINGTON AVENUE;448 LEXINGTON AVENUE;46 HALSEY STREET;585 GREENE AVENUE;609 GREENE AVENUE;651 GREENE AVENUE;655A GREENE AVENUE;676 GREENE AVENUE;697 GREENE AVENUE;732 MARCY AVENUE",0,NA,"Brooklyn","BK03: Bedford Stuyvesant",36,"Brooklyn 263",11,62,1900,"BSDC NRP I LIMITED PA","Rental","Non-Profit","Affordable",2002
500254,"Nelson Avenue Apartments",-73.92333531,40.84014639,"BBL 2-02519-0001;HPD Application 2002-001","1314 Nelson Avenue;Nelson Avenue Apartments",2590200,"1314 NELSON AVENUE",0,NA,"Bronx","BX04: Highbridge/Concourse",16,"Bronx 211",1,115,2002,"SENIOR LIVING OPTIONS","Rental","For Profit","Affordable",2003
500255,"West Tremont",-73.91273972,40.85056873,"BBL 2-02869-0047;HPD Application 2002-002","West Tremont",792090,"89 WEST TREMONT AVENUE",0,NA,"Bronx","BX05: Fordham/University Heights",14,"Bronx 243",1,80,2003,"JERICHO-WEST TREMONT","Rental","Non-Profit","Affordable",2005
500256,"CHICA Supportive Housing",-73.89853495,40.82407893,"BBL 2-02691-0121;BBL 2-02691-0122;HPD Application 2002-003","CHICA Supportive Housing",788680,"",0,NA,"Bronx","BX02: Hunts Point/Longwood",17,"Bronx 131",1,68,2003,"CHICA, LIMITED PARTNE","Rental","Non-Profit","Affordable",2005
500257,"Highbridge CATCH",-73.92980793,40.8334205,"BBL 2-02523-0159;BBL 2-02525-0003;HPD Application 2002-008","1008 Summit Avenue;1012 Summit Avenue;997 Summit Avenue;Highbridge CATCH",1809988,"1006 SUMMIT AVENUE;1012 SUMMIT AVENUE;997 SUMMIT AVENUE",0,NA,"Bronx","BX04: Highbridge/Concourse",17,"Bronx 189",3,44,1905,"HIGHBRIDGE CATCH LIMI","Rental","Non-Profit","Affordable",2003
500258,"Pacific Street Cluster (808 Park Place)",-73.95090357,40.67319346,"BBL 3-01240-0029;HPD Application 2002-010","808 Park Place;Pacific Street Cluster (808 Park Place)",56807,"808 PARK PLACE",0,NA,"Brooklyn","BK08: Crown Heights/Prospect Heights",36,"Brooklyn 317.01",1,8,1929,"PACIFIC VILLAGE L.P.","Rental","For Profit","Affordable",2004
500259,"Pacific Street Cluster (1031 Bergen Street )",-73.95238297,40.67634508,"BBL 3-00194-0042;BBL 3-01212-0001;HPD Application 2002-012;HPD Application 2005-042","Pacific Street Cluster (1031 Bergen Street );Pacific Village Cluster (1025 Bergen Street)",137195,"1025 BERGAN STREET;127 BERGAN STREET",0,NA,"Brooklyn","BK02: Fort Greene/Brooklyn Heights",36,"Brooklyn 315",1,6,1910,"ED GERRITY","Rental","For Profit","Affordable",2007
